data,PETR4
2019-10-02,23.9024
2019-10-03,23.9202
2019-10-04,23.7145
2019-10-07,23.4104
2019-10-08,23.2762
2019-10-09,23.7234
2019-10-10,23.9202
2019-10-11,24.3854
2019-10-14,24.4301
2019-10-15,24.6896
2019-10-16,24.9848
2019-10-17,24.7432
2019-10-18,24.6896
2019-10-21,24.8416
2019-10-22,25.5573
2019-10-23,25.8972
2019-10-24,25.3336
2019-10-25,26.1656
2019-10-28,26.4787
2019-10-29,26.6755
2019-10-30,26.908
2019-10-31,27.1854
2019-11-01,27.2211
2019-11-04,27.1585
2019-11-05,26.5234
2019-11-06,26.5771
2019-11-07,27.6416
2019-11-08,26.8544
2019-11-11,27.239
2019-11-12,27.0353
2019-11-13,26.9272
2019-11-14,26.3869
2019-11-18,26.1888
2019-11-19,25.9186
2019-11-21,26.8822
2019-11-22,26.9993
2019-11-25,26.7741
2019-11-26,26.2878
2019-11-27,26.4139
2019-11-28,26.594
2019-11-29,26.2518
2019-12-02,26.1798
2019-12-03,26.0987
2019-12-04,26.7111
2019-12-05,27.0623
2019-12-06,27.3325
2019-12-09,27.2064
2019-12-10,27.4136
2019-12-11,27.3775
2019-12-12,27.8909
2019-12-13,26.9993
2019-12-16,26.486
2019-12-17,26.8822
2019-12-18,27.5036
2019-12-19,27.5667
2019-12-20,27.2515
2019-12-23,27.4676
2019-12-26,27.8368
2019-12-27,27.866
2019-12-30,27.5556
2020-01-02,28.0303
2020-01-03,27.8021
2020-01-06,28.1308
2020-01-07,28.0212
2020-01-08,27.8477
2020-01-09,27.7564
2020-01-10,27.6377
2020-01-13,27.6925
2020-01-14,27.3912
2020-01-15,26.9803
2020-01-16,26.953
2020-01-17,27.2543
2020-01-20,27.3912
2020-01-21,27.0443
2020-01-22,26.743
2020-01-23,27.026
2020-01-24,26.7521
2020-01-27,25.5925
2020-01-28,26.2956
2020-01-29,26.3412
2020-01-30,26.4234
2020-01-31,25.976
2020-02-03,25.7295
2020-02-04,26.1403
2020-02-05,25.9212
2020-02-06,26.6425
2020-02-07,26.4143
2020-02-10,26.5969
2020-02-11,26.9164
2020-02-12,27.5099
2020-02-13,27.1356
2020-02-14,26.8616
2020-02-17,26.8069
2020-02-18,27.1629
2020-02-19,27.8934
2020-02-20,27.3182
2020-02-21,26.606
2020-02-26,23.9308
2020-02-27,23.0999
2020-02-28,23.1364
2020-03-02,24.223
2020-03-03,23.7847
2020-03-04,24.5517
2020-03-05,23.0908
2020-03-06,20.8447
2020-03-09,14.6543
2020-03-10,16.033
2020-03-11,14.4717
2020-03-12,11.5043
2020-03-13,14.0608
2020-03-16,11.9517
2020-03-17,11.8695
2020-03-18,10.3082
2020-03-19,11.1482
2020-03-20,10.9565
2020-03-23,10.5
2020-03-24,12.0978
2020-03-25,13.0747
2020-03-26,13.1387
2020-03-27,12.1434
2020-03-30,12.2165
2020-03-31,12.7734
2020-04-01,13.0565
2020-04-02,14.1613
2020-04-03,14.006
2020-04-06,14.3986
2020-04-07,14.9739
2020-04-08,15.8139
2020-04-09,15.3573
2020-04-13,15.4578
2020-04-14,15.2752
2020-04-15,14.9556
2020-04-16,14.353
2020-04-17,14.7273
2020-04-20,14.563
2020-04-22,15.2934
2020-04-23,15.476
2020-04-24,14.563
2020-04-27,15.0195
2020-04-28,15.7499
2020-04-29,16.6173
2020-04-30,16.4804
2020-05-04,15.8686
2020-05-05,16.3799
2020-05-06,15.7773
2020-05-07,15.9234
2020-05-08,16.873
2020-05-11,16.5717
2020-05-12,16.5626
2020-05-13,16.0604
2020-05-14,15.8869
2020-05-15,15.6586
2020-05-18,16.9278
2020-05-19,17.0556
2020-05-20,17.6217
2020-05-21,17.5212
2020-05-22,17.0465
2020-05-25,17.786
2020-05-26,17.9595
2020-05-27,18.1969
2020-05-28,18.0508
2020-05-29,18.5712
2020-06-01,18.5621
2020-06-02,19.5391
2020-06-03,19.603
2020-06-04,19.5665
2020-06-05,20.1782
2020-06-08,20.5708
2020-06-09,19.8312
2020-06-10,19.5391
2020-06-12,18.8086
2020-06-15,18.8999
2020-06-16,19.5117
2020-06-17,19.5756
2020-06-18,19.7217
2020-06-19,19.603
2020-06-22,19.1282
2020-06-23,19.7673
2020-06-24,19.1738
2020-06-25,19.603
2020-06-26,19.0278
2020-06-29,19.7765
2020-06-30,19.676
2020-07-01,19.8221
2020-07-02,20.1417
2020-07-03,20.0686
2020-07-06,20.5525
2020-07-07,20.2969
2020-07-08,20.6804
2020-07-09,20.2147
2020-07-10,20.5525
2020-07-13,20.233
2020-07-14,20.9086
2020-07-15,21.3104
2020-07-16,20.7443
2020-07-17,20.7625
2020-07-20,20.7625
2020-07-21,21.3378
2020-07-22,21.0456
2020-07-23,20.6077
2020-07-24,20.7538
2020-07-27,21.183
2020-07-28,20.8177
2020-07-29,21.1556
2020-07-30,20.836
2020-07-31,20.2699
2020-08-03,19.9047
2020-08-04,19.8864
2020-08-05,21.1647
2020-08-06,21.2012
2020-08-07,20.8086
2020-08-10,21.4112
2020-08-11,21.0734
2020-08-12,21.4386
2020-08-13,20.8543
2020-08-14,20.699
2020-08-17,20.6351
2020-08-18,21.0186
2020-08-19,20.8999
2020-08-20,20.7538
2020-08-21,20.5986
2020-08-24,20.973
2020-08-25,20.8816
2020-08-26,20.2882
2020-08-27,20.2242
2020-08-28,20.5803
2020-08-31,19.9869
2020-09-01,20.8816
2020-09-02,20.8177
2020-09-03,20.8908
2020-09-04,20.9273
2020-09-08,20.3247
2020-09-09,20.7538
2020-09-10,20.1969
2020-09-11,19.9777
2020-09-14,19.7951
2020-09-15,19.786
2020-09-16,19.8408
2020-09-17,20.2242
2020-09-18,19.7677
2020-09-21,19.0829
2020-09-22,18.9916
2020-09-23,18.4712
2020-09-24,18.6264
2020-09-25,18.3799
2020-09-28,17.9233
2020-09-29,17.6312
2020-09-30,17.9051
2020-10-01,18.1242
2020-10-02,17.3664
2020-10-05,18.2886
2020-10-06,18.1973
2020-10-07,18.0694
2020-10-08,18.6629
2020-10-09,18.0786
2020-10-13,18.3799
2020-10-14,18.2338
2020-10-15,18.0329
2020-10-16,17.6494
2020-10-19,17.8229
2020-10-20,18.4255
2020-10-21,18.4073
2020-10-22,19.0281
2020-10-23,18.7816
2020-10-26,18.4894
2020-10-27,18.1516
2020-10-28,17.0468
2020-10-29,17.6129
2020-10-30,17.2933
2020-11-03,17.9416
2020-11-04,18.0055
2020-11-05,18.1607
2020-11-06,18.0329
2020-11-09,19.7312
2020-11-10,21.0734
2020-11-11,20.8908
2020-11-12,20.0051
2020-11-13,20.6625
2020-11-16,21.2651
2020-11-17,21.6304
2020-11-18,21.5025
2020-11-19,21.7491
2020-11-20,21.5938
2020-11-23,22.9178
2020-11-24,23.9404
2020-11-25,23.9678
2020-11-26,23.5752
2020-11-27,23.283
2020-11-30,22.7352
2020-12-01,23.3743
2020-12-02,23.6573
2020-12-03,24.3239
2020-12-04,25.1365
2020-12-07,24.6526
2020-12-08,24.3421
2020-12-09,24.5978
2020-12-10,25.4013
2020-12-11,25.173
2020-12-14,25.2187
2020-12-15,25.4287
2020-12-16,25.7391
2020-12-17,25.7848
2020-12-18,25.6569
2020-12-21,24.6708
2020-12-22,24.9082
2020-12-23,25.52
2020-12-28,25.73
2020-12-29,25.8122
2020-12-30,25.8761
2021-01-04,26.3965
2021-01-05,27.4283
2021-01-06,27.4557
2021-01-07,28.3048
2021-01-08,28.4144
2021-01-11,28.177
2021-01-12,27.967
2021-01-13,26.6157
2021-01-14,26.8896
2021-01-15,25.6752
2021-01-18,25.6296
2021-01-19,26.1956
2021-01-20,25.7574
2021-01-21,25.1548
2021-01-22,24.7348
2021-01-26,24.6526
2021-01-27,24.9995
2021-01-28,25.3465
2021-01-29,24.3695
2021-02-01,25.1365
2021-02-02,26.1683
2021-02-03,26.3417
2021-02-04,26.3143
2021-02-05,26.497
2021-02-08,25.6661
2021-02-09,25.1456
2021-02-10,25.383
2021-02-11,25.6387
2021-02-12,25.9674
2021-02-17,27.0174
2021-02-18,26.7252
2021-02-19,24.9539
2021-02-22,19.5851
2021-02-23,21.9682
2021-02-24,22.2786
2021-02-25,21.1738
2021-02-26,20.3064
2021-03-01,20.0873
2021-03-02,20.0782
2021-03-03,19.3477
2021-03-04,20.2882
2021-03-05,20.4434
2021-03-08,19.2655
2021-03-09,19.7129
2021-03-10,20.3977
2021-03-11,21.2651
2021-03-12,21.1556
2021-03-15,21.5938
2021-03-16,21.256
2021-03-17,21.9864
2021-03-18,21.2195
2021-03-19,21.9134
2021-03-22,21.4751
2021-03-23,20.8177
2021-03-24,20.836
2021-03-25,21.183
2021-03-26,21.4204
2021-03-29,21.7582
2021-03-30,21.7582
2021-03-31,22.0047
2021-04-01,21.813
2021-04-05,21.9499
2021-04-06,21.9317
2021-04-07,21.9134
2021-04-08,21.6395
2021-04-09,21.5938
2021-04-12,21.813
2021-04-13,21.886
2021-04-14,22.233
2021-04-15,21.7921
2021-04-16,21.6599
2021-04-19,22.9152
2021-04-20,22.481
2021-04-22,22.3772
2021-04-23,22.3583
2021-04-26,22.4433
2021-04-27,21.8015
2021-04-28,22.5943
2021-04-29,22.2923
2021-04-30,22.2923
2021-05-03,22.113
2021-05-04,21.6033
2021-05-05,22.4905
2021-05-06,22.179
2021-05-07,23.0096
2021-05-10,23.3116
2021-05-11,23.7363
2021-05-12,23.3871
2021-05-13,23.5853
2021-05-14,24.8028
2021-05-17,25.1614
2021-05-18,24.8688
2021-05-19,24.6801
2021-05-20,24.4724
2021-05-21,24.4913
2021-05-24,24.9066
2021-05-25,24.3875
2021-05-26,24.6234
2021-05-27,24.4535
2021-05-28,25.4728
2021-05-31,25.3596
2021-06-01,25.756
2021-06-02,26.4827
2021-06-04,26.898
2021-06-07,26.6998
2021-06-08,27.049
2021-06-09,27.049
2021-06-10,27.0678
2021-06-11,26.964
2021-06-14,27.1339
2021-06-15,27.3982
2021-06-16,27.502
2021-06-17,26.5488
2021-06-18,26.7281
2021-06-21,27.3227
2021-06-22,27.4642
2021-06-23,27.653
2021-06-24,27.9833
2021-06-25,27.4642
2021-06-28,27.417
2021-06-29,27.5397
2021-06-30,27.7757
2021-07-01,27.4265
2021-07-02,27.5397
2021-07-05,27.2283
2021-07-06,26.1146
2021-07-07,26.4733
2021-07-08,25.9447
2021-07-12,26.1712
2021-07-13,26.3317
2021-07-14,26.1146
2021-07-15,25.5578
2021-07-16,25.1803
2021-07-19,24.765
2021-07-20,25.0953
2021-07-21,25.4445
2021-07-22,25.3879
2021-07-23,25.2369
2021-07-26,25.9259
2021-07-27,25.6238
2021-07-28,26.1524
2021-07-29,26.2467
2021-07-30,25.3973
2021-08-02,24.9254
2021-08-03,25.3407
2021-08-04,24.8028
2021-08-05,26.7564
2021-08-06,26.7941
2021-08-09,26.6054
2021-08-10,26.6903
2021-08-11,27.0584
2021-08-12,27.4642
2021-08-13,27.7002
2021-08-16,27.0301
2021-08-17,27.03
2021-08-18,26.79
2021-08-19,26.64
